time;receiver;ttc;risk
73000900000;veh_7;13.737622519998823;SAFE
73001400000;veh_1;7.362153980054556E12;SAFE
73001400000;veh_4;3.7800561486414255;WARNING
73001900000;veh_6;7.7390601070233185;SAFE
73002400000;veh_5;2.374849046873802;WARNING
73100400000;veh_3;9.880426491570004;SAFE
73100900000;veh_0;Infinity;SAFE
73100900000;veh_4;3.8800394498884505;WARNING
73101400000;veh_6;7.639082236992899;SAFE
73101400000;veh_7;13.637646360558085;SAFE
73102400000;veh_5;2.256449829615871;WARNING
73501400000;veh_3;10.280492472394258;SAFE
73501400000;veh_5;1.793269786656995;CRITICAL
73501900000;veh_1;7.362153980054556E12;SAFE
73501900000;veh_4;4.27999078396268;SAFE
73501900000;veh_7;13.237741981147087;SAFE
73502400000;veh_6;7.239170757063328;SAFE
74001400000;veh_7;12.737862134168743;SAFE
74001900000;veh_1;7.362153980054556E12;SAFE
74001900000;veh_3;10.780577286719884;SAFE
74002400000;veh_4;4.779962209004091;SAFE
74002400000;veh_5;1.236204074119901;CRITICAL
74002400000;veh_6;6.739281407446274;SAFE
74100400000;veh_0;Infinity;SAFE
74100400000;veh_1;7.362153980054556E12;SAFE
74100400000;veh_3;10.880594532674362;SAFE
74100400000;veh_6;6.639303537609617;SAFE
74100400000;veh_7;12.637886254974477;SAFE
74100900000;veh_0;Infinity;SAFE
74100900000;veh_1;7.362153980054556E12;SAFE
74101400000;veh_0;Infinity;SAFE
74101400000;veh_4;4.879959913664035;SAFE
74101400000;veh_5;1.1275502126799974;CRITICAL
74101400000;veh_7;12.637886254974477;SAFE
74101900000;veh_1;7.362153980054556E12;SAFE
74101900000;veh_3;10.880594532674362;SAFE
74101900000;veh_4;4.879959913664035;SAFE
74101900000;veh_5;1.1275502126799974;CRITICAL
74101900000;veh_6;6.639303537609617;SAFE
74102300000;veh_6;6.639303537609617;SAFE
74102400000;veh_0;Infinity;SAFE
74102400000;veh_5;1.1275502126799974;CRITICAL
74102400000;veh_6;6.639303537609617;SAFE
74102800000;veh_4;4.879959913664035;SAFE
74102800000;veh_7;12.637886254974477;SAFE
74103800000;veh_3;10.880594532674362;SAFE
74103800000;veh_7;12.637886254974477;SAFE
74500900000;veh_7;12.237983063659987;SAFE
74501400000;veh_1;7.362153980054556E12;SAFE
74501400000;veh_3;11.281567460705762;SAFE
74501400000;veh_4;5.279959972535649;SAFE
74501400000;veh_5;0.7273668556859131;CRITICAL
74501400000;veh_6;6.239392058549324;SAFE
75000400000;veh_3;11.781456184251265;SAFE
75000400000;veh_6;5.7395027103659535;SAFE
75000400000;veh_7;11.738104869062818;SAFE
75000900000;veh_1;7.362153980054556E12;SAFE
75000900000;veh_4;5.779977239318779;SAFE
75001900000;veh_5;0.2388793675648651;CRITICAL
75100400000;veh_7;11.638129345210626;SAFE
75100900000;veh_5;0.15063210873956612;CRITICAL
75101400000;veh_0;Infinity;SAFE
75101400000;veh_3;11.881433935319285;SAFE
75102400000;veh_4;5.879982595234714;SAFE
75102400000;veh_6;5.639524840782522;SAFE
75500400000;veh_3;12.281344959008878;SAFE
75500900000;veh_7;11.238227667092511;SAFE
75501900000;veh_1;7.362153980054556E12;SAFE
75501900000;veh_5;0.2920362056615529;CRITICAL
75501900000;veh_6;5.261730252746272;SAFE
75502400000;veh_4;6.280009350830341;SAFE
76000400000;veh_3;12.781233779008032;SAFE
76000900000;veh_5;0.7834078901042231;CRITICAL
76000900000;veh_7;10.738351596462342;SAFE
76001900000;veh_6;5.062590673234628;SAFE
76002400000;veh_1;7.362153980054556E12;SAFE
76002400000;veh_4;6.780053022562781;SAFE
